gid,__gid,region,line_name,voltage,capacity_mw,current_load_mw,length_km,no_of_ckt,condu_type,bundl_type,ntr_line,owner,status,ckt_comm_y,impl_mode,nip_id,opgw,fbr_comm_y,opgw_ckt,owner_opgw,t_fbr_opgw,fbr_pwr_ap,fbr_tel_se,sy_ps_loca,symbology,source_gid,selection_basis,inside_study_area_length_km_calculated,source_geometry_length_km_calculated,geometry_wkt
10048,20048,NR,Mock Shahdara - Punjabi Bagh 220 kV S/C Line 0048,220 kV,500,0.0,15.708,1,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Under Bidding,June 2027,TBCB,MOCK-NIP-00048,Yes,June 2027,1.0,Mock North Delhi Transmission Co.,36.0,4.0,18.0,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Punjabi Bagh (28.67000N, 77.13000E)",220 kV (Under Bidding),10048,Synthetic geometry constrained to approximate Delhi NCT study area,15.708,15.708,"LINESTRING (77.290000 28.670000, 77.227289 28.662312, 77.130000 28.670000)"
10049,20049,NR,Mock Pusa - Mayur Vihar 220 kV D/C Line 0049,220 kV,600,0.0,13.12,2,ACSR Moose,Twin,Intra-State,Mock South Delhi Transmission Co.,Under Bidding,June 2025,RTM,MOCK-NIP-00049,No,June 2025,,,,,,"Mock coordinates: Pusa (28.64000N, 77.17000E) to Mayur Vihar (28.61000N, 77.30000E)",220 kV (Under Bidding),10049,Synthetic geometry constrained to approximate Delhi NCT study area,13.12,13.12,"LINESTRING (77.170000 28.640000, 77.229424 28.626558, 77.300000 28.610000)"
10050,20050,NR,Mock Mayur Vihar - Pusa 400 kV S/C Line 0050,400 kV,1100,770.9,13.12,1,ACSR Moose,Quad,ISTS,Mock Delhi Transmission Utility,Commissioned,2019,RTM,MOCK-NIP-00050,No,2019,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Pusa (28.64000N, 77.17000E)",400 kV (Commissioned),10050,Synthetic geometry constrained to approximate Delhi NCT study area,13.12,13.12,"LINESTRING (77.300000 28.610000, 77.249883 28.621437, 77.170000 28.640000)"
10051,20051,NR,Mock Patparganj - Rohini 220 kV D/C Line 0051,220 kV,600,0.0,21.403,2,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Under Bidding,June 2025,TBCB,MOCK-NIP-00051,No,June 2025,,,,,,"Mock coordinates: Patparganj (28.63000N, 77.29000E) to Rohini (28.74000N, 77.11000E)",220 kV (Under Bidding),10051,Synthetic geometry constrained to approximate Delhi NCT study area,21.403,21.403,"LINESTRING (77.290000 28.630000, 77.208008 28.682299, 77.110000 28.740000)"
10052,20052,NR,Mock Pusa - Sarita Vihar 220 kV S/C Line 0052,220 kV,400,0.0,17.853,1,ACSR Moose,Twin,Intra-State,Mock Delhi Transmission Utility,Under Construction,January 2025,TBCB,MOCK-NIP-00052,No,January 2025,,,,,,"Mock coordinates: Pusa (28.64000N, 77.17000E) to Sarita Vihar (28.53000N, 77.30000E)",220 kV (Under Construction),10052,Synthetic geometry constrained to approximate Delhi NCT study area,17.853,17.853,"LINESTRING (77.170000 28.640000, 77.251349 28.588804, 77.300000 28.530000)"
10053,20053,NR,Mock Patparganj - Dwarka 220 kV S/C Line 0053,220 kV,400,199.5,25.926,1,ACSR Moose,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2020,TBCB,MOCK-NIP-00053,No,2020,,,,,,"Mock coordinates: Patparganj (28.63000N, 77.29000E) to Dwarka (28.59000N, 77.03000E)",220 kV (Commissioned),10053,Synthetic geometry constrained to approximate Delhi NCT study area,25.926,25.926,"LINESTRING (77.290000 28.630000, 77.250498 28.624756, 77.166984 28.622103, 77.076443 28.596983, 77.030000 28.590000)"
10054,20054,NR,Mock Bamnoli - Okhla 400 kV D/C Line 0054,400 kV,2400,0.0,27.355,2,AL 59 Zebra,Quad,ISTS,Mock Delhi Transmission Utility,Planned,September 2027,RTM,MOCK-NIP-00054,No,September 2027,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Okhla (28.53000N, 77.28000E)",400 kV (Planned),10054,Synthetic geometry constrained to approximate Delhi NCT study area,27.355,27.355,"LINESTRING (77.000000 28.530000, 77.144965 28.528787, 77.280000 28.530000)"
10055,20055,NR,Mock Patparganj - Punjabi Bagh 220 kV D/C Line 0055,220 kV,900,429.0,16.481,2,ACSR Zebra,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2022,TBCB,MOCK-NIP-00055,No,2022,,,,,,"Mock coordinates: Patparganj (28.63000N, 77.29000E) to Punjabi Bagh (28.67000N, 77.13000E)",220 kV (Commissioned),10055,Synthetic geometry constrained to approximate Delhi NCT study area,16.481,16.481,"LINESTRING (77.290000 28.630000, 77.202876 28.664981, 77.130000 28.670000)"
10056,20056,NR,Mock Narela - Bawana 400 kV S/C Line 0056,400 kV,950,0.0,6.969,1,AL 59 Zebra,Quad,Intra-State,Mock Inter-State Grid Delhi,Under Construction,January 2026,RTM,MOCK-NIP-00056,No,January 2026,,,,,,"Mock coordinates: Narela (28.85000N, 77.09000E) to Bawana (28.80000N, 77.05000E)",400 kV (Under Construction),10056,Synthetic geometry constrained to approximate Delhi NCT study area,6.969,6.969,"LINESTRING (77.090000 28.850000, 77.084782 28.832355, 77.050000 28.800000)"
10057,20057,NR,Mock Bawana - Najafgarh 220 kV D/C Line 0057,220 kV,500,240.4,22.392,2,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2022,RTM,MOCK-NIP-00057,Yes,2022,2.0,Mock North Delhi Transmission Co.,18.0,6.0,18.0,"Mock coordinates: Bawana (28.80000N, 77.05000E) to Najafgarh (28.61000N, 76.98000E)",220 kV (Commissioned),10057,Synthetic geometry constrained to approximate Delhi NCT study area,22.392,22.392,"LINESTRING (77.050000 28.800000, 77.025390 28.691001, 76.980000 28.610000)"
10058,20058,NR,Mock Vasant Kunj - Shahdara 220 kV D/C Line 0058,220 kV,500,367.1,19.364,2,ACSR Moose,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2022,RTM,MOCK-NIP-00058,Yes,2022,2.0,Mock North Delhi Transmission Co.,36.0,6.0,12.0,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Shahdara (28.67000N, 77.29000E)",220 kV (Commissioned),10058,Synthetic geometry constrained to approximate Delhi NCT study area,19.364,19.364,"LINESTRING (77.160000 28.540000, 77.189633 28.559125, 77.235952 28.604050, 77.273199 28.649010, 77.290000 28.670000)"
10059,20059,NR,Mock Bamnoli - Okhla 400 kV S/C Line 0059,400 kV,1000,0.0,27.474,1,ACSR Moose,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Under Construction,January 2025,TBCB,MOCK-NIP-00059,No,January 2025,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Okhla (28.53000N, 77.28000E)",400 kV (Under Construction),10059,Synthetic geometry constrained to approximate Delhi NCT study area,27.474,27.474,"LINESTRING (77.000000 28.530000, 77.122901 28.541527, 77.280000 28.530000)"
10060,20060,NR,Mock Mayur Vihar - Wazirabad 220 kV S/C Line 0060,220 kV,350,0.0,16.295,1,ACSR Moose,Single,Intra-State,Mock South Delhi Transmission Co.,Under Bidding,June 2025,RTM,MOCK-NIP-00060,No,June 2025,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Wazirabad (28.71000N, 77.18000E)",220 kV (Under Bidding),10060,Synthetic geometry constrained to approximate Delhi NCT study area,16.295,16.295,"LINESTRING (77.300000 28.610000, 77.273368 28.633612, 77.225499 28.671618, 77.198842 28.701918, 77.180000 28.710000)"
10061,20061,NR,Mock Dwarka - Pusa 765 kV D/C Line 0061,765 kV,3700,1749.5,14.829,2,AL 59 Zebra,Quad,ISTS,Mock Powergrid Delhi,Commissioned,2019,RTM,MOCK-NIP-00061,Yes,2019,2.0,Mock Powergrid Delhi,12.0,2.0,18.0,"Mock coordinates: Dwarka (28.59000N, 77.03000E) to Pusa (28.64000N, 77.17000E)",765 kV (Commissioned),10061,Synthetic geometry constrained to approximate Delhi NCT study area,14.829,14.829,"LINESTRING (77.030000 28.590000, 77.098009 28.607083, 77.170000 28.640000)"
10062,20062,NR,Mock Bamnoli - Mundka 220 kV S/C Line 0062,220 kV,450,0.0,16.888,1,ACSR Moose,Twin,Intra-State,Mock Delhi Transmission Utility,Under Bidding,March 2026,TBCB,MOCK-NIP-00062,No,March 2026,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Mundka (28.68000N, 76.98000E)",220 kV (Under Bidding),10062,Synthetic geometry constrained to approximate Delhi NCT study area,16.888,16.888,"LINESTRING (77.000000 28.530000, 77.000331 28.596156, 76.980000 28.680000)"
10063,20063,NR,Mock Pusa - Mahipalpur 220 kV D/C Line 0063,220 kV,750,0.0,11.136,2,ACSR Zebra,Single,Intra-State,Mock Delhi Transmission Utility,Under Bidding,September 2026,TBCB,MOCK-NIP-00063,Yes,September 2026,2.0,Mock Delhi Transmission Utility,12.0,2.0,18.0,"Mock coordinates: Pusa (28.64000N, 77.17000E) to Mahipalpur (28.55000N, 77.13000E)",220 kV (Under Bidding),10063,Synthetic geometry constrained to approximate Delhi NCT study area,11.136,11.136,"LINESTRING (77.170000 28.640000, 77.160746 28.583298, 77.130000 28.550000)"
10064,20064,NR,Mock Patparganj - Ridge 220 kV S/C Line 0064,220 kV,300,0.0,12.963,1,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Under Construction,September 2028,TBCB,MOCK-NIP-00064,No,September 2028,,,,,,"Mock coordinates: Patparganj (28.63000N, 77.29000E) to Ridge (28.68000N, 77.17000E)",220 kV (Under Construction),10064,Synthetic geometry constrained to approximate Delhi NCT study area,12.963,12.963,"LINESTRING (77.290000 28.630000, 77.225033 28.657810, 77.170000 28.680000)"
10065,20065,NR,Mock Shahdara - Wazirabad 400 kV D/C Line 0065,400 kV,2400,1439.2,11.957,2,ACSR Moose,Quad,ISTS,Mock Inter-State Grid Delhi,Commissioned,2021,TBCB,MOCK-NIP-00065,No,2021,,,,,,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Wazirabad (28.71000N, 77.18000E)",400 kV (Commissioned),10065,Synthetic geometry constrained to approximate Delhi NCT study area,11.957,11.957,"LINESTRING (77.290000 28.670000, 77.265597 28.682601, 77.234650 28.702291, 77.193916 28.704602, 77.180000 28.710000)"
10066,20066,NR,Mock Bamnoli - Vasant Kunj 220 kV D/C Line 0066,220 kV,1000,581.9,15.671,2,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2019,TBCB,MOCK-NIP-00066,No,2019,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Vasant Kunj (28.54000N, 77.16000E)",220 kV (Commissioned),10066,Synthetic geometry constrained to approximate Delhi NCT study area,15.671,15.671,"LINESTRING (77.000000 28.530000, 77.074202 28.533605, 77.160000 28.540000)"
10067,20067,NR,Mock Rohini - Pusa 220 kV D/C Line 0067,220 kV,700,0.0,12.695,2,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Under Construction,June 2025,TBCB,MOCK-NIP-00067,No,June 2025,,,,,,"Mock coordinates: Rohini (28.74000N, 77.11000E) to Pusa (28.64000N, 77.17000E)",220 kV (Under Construction),10067,Synthetic geometry constrained to approximate Delhi NCT study area,12.695,12.695,"LINESTRING (77.110000 28.740000, 77.125476 28.697164, 77.170000 28.640000)"
10068,20068,NR,Mock Punjabi Bagh - Vasant Kunj 220 kV D/C Line 0068,220 kV,600,293.1,14.811,2,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2022,RTM,MOCK-NIP-00068,No,2022,,,,,,"Mock coordinates: Punjabi Bagh (28.67000N, 77.13000E) to Vasant Kunj (28.54000N, 77.16000E)",220 kV (Commissioned),10068,Synthetic geometry constrained to approximate Delhi NCT study area,14.811,14.811,"LINESTRING (77.130000 28.670000, 77.135262 28.644759, 77.139659 28.607338, 77.148179 28.567713, 77.160000 28.540000)"
10069,20069,NR,Mock Vasant Kunj - Shahdara 220 kV S/C Line 0069,220 kV,450,277.7,19.33,1,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2019,TBCB,MOCK-NIP-00069,Yes,2019,1.0,Mock North Delhi Transmission Co.,12.0,4.0,12.0,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Shahdara (28.67000N, 77.29000E)",220 kV (Commissioned),10069,Synthetic geometry constrained to approximate Delhi NCT study area,19.33,19.33,"LINESTRING (77.160000 28.540000, 77.182761 28.554240, 77.219637 28.595442, 77.268265 28.649566, 77.290000 28.670000)"
10070,20070,NR,Mock Punjabi Bagh - Bawana 220 kV D/C Line 0070,220 kV,950,540.1,16.429,2,ACSR Moose,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2025,RTM,MOCK-NIP-00070,Yes,2025,2.0,Mock Delhi Transmission Utility,24.0,2.0,12.0,"Mock coordinates: Punjabi Bagh (28.67000N, 77.13000E) to Bawana (28.80000N, 77.05000E)",220 kV (Commissioned),10070,Synthetic geometry constrained to approximate Delhi NCT study area,16.429,16.429,"LINESTRING (77.130000 28.670000, 77.096263 28.728163, 77.050000 28.800000)"
10071,20071,NR,Mock Sarita Vihar - Lodhi Road 400 kV D/C Line 0071,400 kV,2300,1278.2,10.871,2,ACSR Moose,Quad,ISTS,Mock Delhi Transmission Utility,Commissioned,2024,RTM,MOCK-NIP-00071,No,2024,,,,,,"Mock coordinates: Sarita Vihar (28.53000N, 77.30000E) to Lodhi Road (28.59000N, 77.22000E)",400 kV (Commissioned),10071,Synthetic geometry constrained to approximate Delhi NCT study area,10.871,10.871,"LINESTRING (77.300000 28.530000, 77.243972 28.551133, 77.220000 28.590000)"
10072,20072,NR,Mock Bamnoli - Lodhi Road 220 kV S/C Line 0072,220 kV,300,245.6,22.518,1,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2024,RTM,MOCK-NIP-00072,No,2024,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Lodhi Road (28.59000N, 77.22000E)",220 kV (Commissioned),10072,Synthetic geometry constrained to approximate Delhi NCT study area,22.518,22.518,"LINESTRING (77.000000 28.530000, 77.112114 28.565041, 77.220000 28.590000)"
10073,20073,NR,Mock Vasant Kunj - Najafgarh 220 kV S/C Line 0073,220 kV,300,181.3,19.41,1,ACSR Moose,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2021,TBCB,MOCK-NIP-00073,No,2021,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Najafgarh (28.61000N, 76.98000E)",220 kV (Commissioned),10073,Synthetic geometry constrained to approximate Delhi NCT study area,19.41,19.41,"LINESTRING (77.160000 28.540000, 77.132675 28.556666, 77.066581 28.588986, 77.012579 28.600987, 76.980000 28.610000)"
10074,20074,NR,Mock Okhla - Ridge 400 kV S/C Line 0074,400 kV,750,534.4,19.954,1,AL 59 Zebra,Twin Moose,Intra-State,Mock Delhi Transmission Utility,Commissioned,2020,TBCB,MOCK-NIP-00074,Yes,2020,1.0,Mock Delhi Transmission Utility,36.0,8.0,24.0,"Mock coordinates: Okhla (28.53000N, 77.28000E) to Ridge (28.68000N, 77.17000E)",400 kV (Commissioned),10074,Synthetic geometry constrained to approximate Delhi NCT study area,19.954,19.954,"LINESTRING (77.280000 28.530000, 77.256688 28.561231, 77.213053 28.605314, 77.183261 28.656589, 77.170000 28.680000)"
10075,20075,NR,Mock Ridge - Patparganj 765 kV D/C Line 0075,765 kV,3850,0.0,13.271,2,ACSR / AAAC / AL59,Hexa,ISTS,Mock Powergrid Delhi,Under Bidding,June 2027,RTM,MOCK-NIP-00075,No,June 2027,,,,,,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Patparganj (28.63000N, 77.29000E)",765 kV (Under Bidding),10075,Synthetic geometry constrained to approximate Delhi NCT study area,13.271,13.271,"LINESTRING (77.170000 28.680000, 77.236521 28.666461, 77.290000 28.630000)"
10076,20076,NR,Mock Badarpur - Lodhi Road 220 kV D/C Line 0076,220 kV,600,393.6,13.06,2,ACSR Moose,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2025,RTM,MOCK-NIP-00076,No,2025,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Lodhi Road (28.59000N, 77.22000E)",220 kV (Commissioned),10076,Synthetic geometry constrained to approximate Delhi NCT study area,13.06,13.06,"LINESTRING (77.300000 28.500000, 77.279060 28.512793, 77.244671 28.543852, 77.230371 28.579577, 77.220000 28.590000)"
10077,20077,NR,Mock Lodhi Road - Dwarka 400 kV S/C Line 0077,400 kV,1200,678.9,18.554,1,ACSR Zebra,Quad,ISTS,Mock Delhi Transmission Utility,Commissioned,2020,RTM,MOCK-NIP-00077,Yes,2020,1.0,Mock Delhi Transmission Utility,24.0,8.0,18.0,"Mock coordinates: Lodhi Road (28.59000N, 77.22000E) to Dwarka (28.59000N, 77.03000E)",400 kV (Commissioned),10077,Synthetic geometry constrained to approximate Delhi NCT study area,18.554,18.554,"LINESTRING (77.220000 28.590000, 77.141478 28.588516, 77.030000 28.590000)"
10078,20078,NR,Mock Okhla - Lodhi Road 220 kV S/C Line 0078,220 kV,250,137.3,9.06,1,ACSR Moose,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2020,TBCB,MOCK-NIP-00078,Yes,2020,1.0,Mock North Delhi Transmission Co.,24.0,6.0,24.0,"Mock coordinates: Okhla (28.53000N, 77.28000E) to Lodhi Road (28.59000N, 77.22000E)",220 kV (Commissioned),10078,Synthetic geometry constrained to approximate Delhi NCT study area,9.06,9.06,"LINESTRING (77.280000 28.530000, 77.253524 28.568677, 77.220000 28.590000)"
10079,20079,NR,Mock Sarita Vihar - Mahipalpur 220 kV D/C Line 0079,220 kV,950,0.0,17.017,2,AAAC,Single,Intra-State,Mock South Delhi Transmission Co.,Under Bidding,January 2027,RTM,MOCK-NIP-00079,No,January 2027,,,,,,"Mock coordinates: Sarita Vihar (28.53000N, 77.30000E) to Mahipalpur (28.55000N, 77.13000E)",220 kV (Under Bidding),10079,Synthetic geometry constrained to approximate Delhi NCT study area,17.017,17.017,"LINESTRING (77.300000 28.530000, 77.218421 28.553140, 77.130000 28.550000)"
10080,20080,NR,Mock Badarpur - Sarita Vihar 220 kV S/C Line 0080,220 kV,400,0.0,4.185,1,AAAC,Twin,Intra-State,Mock Delhi Transmission Utility,Planned,December 2029,RTM,MOCK-NIP-00080,Yes,December 2029,1.0,Mock Delhi Transmission Utility,12.0,6.0,24.0,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Sarita Vihar (28.53000N, 77.30000E)",220 kV (Planned),10080,Synthetic geometry constrained to approximate Delhi NCT study area,4.185,4.185,"LINESTRING (77.300000 28.500000, 77.288489 28.506426, 77.300000 28.530000)"
10081,20081,NR,Mock Mundka - Lodhi Road 400 kV S/C Line 0081,400 kV,1100,0.0,25.586,1,ACSR Zebra,Twin Moose,Intra-State,Mock Delhi Transmission Utility,Under Construction,June 2029,TBCB,MOCK-NIP-00081,Yes,June 2029,1.0,Mock Delhi Transmission Utility,36.0,4.0,24.0,"Mock coordinates: Mundka (28.68000N, 76.98000E) to Lodhi Road (28.59000N, 77.22000E)",400 kV (Under Construction),10081,Synthetic geometry constrained to approximate Delhi NCT study area,25.586,25.586,"LINESTRING (76.980000 28.680000, 77.095562 28.624867, 77.220000 28.590000)"
10082,20082,NR,Mock Bamnoli - Dwarka 220 kV D/C Line 0082,220 kV,700,565.1,7.683,2,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2020,TBCB,MOCK-NIP-00082,No,2020,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Dwarka (28.59000N, 77.03000E)",220 kV (Commissioned),10082,Synthetic geometry constrained to approximate Delhi NCT study area,7.683,7.683,"LINESTRING (77.000000 28.530000, 77.031761 28.568531, 77.030000 28.590000)"
10083,20083,NR,Mock Mahipalpur - Wazirabad 220 kV S/C Line 0083,220 kV,250,169.8,18.451,1,ACSR Moose,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2021,TBCB,MOCK-NIP-00083,No,2021,,,,,,"Mock coordinates: Mahipalpur (28.55000N, 77.13000E) to Wazirabad (28.71000N, 77.18000E)",220 kV (Commissioned),10083,Synthetic geometry constrained to approximate Delhi NCT study area,18.451,18.451,"LINESTRING (77.130000 28.550000, 77.160082 28.641224, 77.180000 28.710000)"
10084,20084,NR,Mock Patparganj - Okhla 220 kV D/C Line 0084,220 kV,550,0.0,11.576,2,AAAC,Twin,Intra-State,Mock North Delhi Transmission Co.,Planned,March 2027,RTM,MOCK-NIP-00084,Yes,March 2027,2.0,Mock North Delhi Transmission Co.,18.0,2.0,18.0,"Mock coordinates: Patparganj (28.63000N, 77.29000E) to Okhla (28.53000N, 77.28000E)",220 kV (Planned),10084,Synthetic geometry constrained to approximate Delhi NCT study area,11.576,11.576,"LINESTRING (77.290000 28.630000, 77.300497 28.577447, 77.280000 28.530000)"
10085,20085,NR,Mock Mayur Vihar - Pusa 220 kV S/C Line 0085,220 kV,500,384.7,13.316,1,ACSR Zebra,Single,Intra-State,Mock Delhi Transmission Utility,Commissioned,2021,RTM,MOCK-NIP-00085,No,2021,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Pusa (28.64000N, 77.17000E)",220 kV (Commissioned),10085,Synthetic geometry constrained to approximate Delhi NCT study area,13.316,13.316,"LINESTRING (77.300000 28.610000, 77.246920 28.632765, 77.170000 28.640000)"
10086,20086,NR,Mock Vasant Kunj - Najafgarh 220 kV S/C Line 0086,220 kV,350,0.0,19.308,1,AAAC,Twin,Intra-State,Mock North Delhi Transmission Co.,Under Bidding,June 2026,RTM,MOCK-NIP-00086,No,June 2026,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Najafgarh (28.61000N, 76.98000E)",220 kV (Under Bidding),10086,Synthetic geometry constrained to approximate Delhi NCT study area,19.308,19.308,"LINESTRING (77.160000 28.540000, 77.053719 28.572595, 76.980000 28.610000)"
10087,20087,NR,Mock Shahdara - Narela 400 kV S/C Line 0087,400 kV,1200,635.6,27.948,1,ACSR Zebra,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Commissioned,2018,RTM,MOCK-NIP-00087,No,2018,,,,,,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Narela (28.85000N, 77.09000E)",400 kV (Commissioned),10087,Synthetic geometry constrained to approximate Delhi NCT study area,27.948,27.948,"LINESTRING (77.290000 28.670000, 77.194133 28.752217, 77.090000 28.850000)"
10088,20088,NR,Mock Badarpur - Sarita Vihar 400 kV S/C Line 0088,400 kV,900,514.2,4.146,1,AL 59 Zebra,Quad,Intra-State,Mock Inter-State Grid Delhi,Commissioned,2020,RTM,MOCK-NIP-00088,No,2020,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Sarita Vihar (28.53000N, 77.30000E)",400 kV (Commissioned),10088,Synthetic geometry constrained to approximate Delhi NCT study area,4.146,4.146,"LINESTRING (77.300000 28.500000, 77.300010 28.505635, 77.308903 28.510713, 77.298360 28.524232, 77.300000 28.530000)"
10089,20089,NR,Mock Rohini - Ridge 400 kV D/C Line 0089,400 kV,2100,0.0,9.641,2,ACSR Zebra,Twin Moose,Intra-State,Mock Inter-State Grid Delhi,Planned,January 2027,TBCB,MOCK-NIP-00089,Yes,January 2027,2.0,Mock Inter-State Grid Delhi,24.0,6.0,12.0,"Mock coordinates: Rohini (28.74000N, 77.11000E) to Ridge (28.68000N, 77.17000E)",400 kV (Planned),10089,Synthetic geometry constrained to approximate Delhi NCT study area,9.641,9.641,"LINESTRING (77.110000 28.740000, 77.123331 28.701048, 77.170000 28.680000)"
